business_id,name,address,hours,is_open,categories,city,state,postal_code,review_count,stars,latitude,longitude,attributes,user_id,review_id,text,date1,reviewstars,Overall_review
0vytvfym7q8f85jeOvgr5Q,Natural Motion,"2990 S Power Rd, Ste 1176","['Monday 9:0-17:0', 'Tuesday 9:0-17:0', 'Wednesday 9:0-17:0', 'Thursday 9:0-17:0', 'Friday 9:0-17:0']",1,"['Chiropractors', 'Health & Medical']",Mesa,AZ,85212,3,5,33.36216354,-111.6900787,"['ByAppointmentOnly: True', 'AcceptsInsurance: False', 'BusinessAcceptsCreditCards: True']",2Pq2PDHK4HUOFLY3Dpyykw,OLLe1m6B84CmIxlqxHs2GQ,"My wife has been adjusted multiple times at Natural Motion over the past few years.  She has come away very satisfied.  I have also had a Myropractic session with with Jason and I was very impressed at the attention to detail during the session.  Not just my back felt better after the session but my whole body.  I do recommend Jason Alston with Natural Motion, not just because of the consistent and positive results, but also for the great customer focus and calm healing demeanor.",12/4/2015,5,P
0vytvfym7q8f85jeOvgr5Q,Natural Motion,"2990 S Power Rd, Ste 1176","['Monday 9:0-17:0', 'Tuesday 9:0-17:0', 'Wednesday 9:0-17:0', 'Thursday 9:0-17:0', 'Friday 9:0-17:0']",1,"['Chiropractors', 'Health & Medical']",Mesa,AZ,85212,3,5,33.36216354,-111.6900787,"['ByAppointmentOnly: True', 'AcceptsInsurance: False', 'BusinessAcceptsCreditCards: True']",HDOk51KXyyBoFQKXcLPs6A,T1BZFOMfd9_zheLAYoPzsQ,I've visited Jason a few times and he is great! I had a lot of lower back pain and he was able to adjust me appropriately in order to eliminate the pain. I highly recommend him and his practice.,11/5/2014,5,P
0IPTFesIRB3VQs3cRz_SnA,Tatum Nutrition & Wellness,13835 N Tatum Blvd,"['Monday 7:30-14:0', 'Tuesday 7:30-14:0', 'Wednesday 7:30-14:0', 'Thursday 7:30-14:0', 'Friday 7:30-14:0', 'Saturday 7:30-12:0']",1,"['Nutritionists', 'Weight Loss Centers', 'Shopping', 'Health & Medical', 'Vitamins & Supplements']",Phoenix,AZ,85032,5,4,33.61299133,-111.9763794,"['AcceptsInsurance: False', 'BusinessAcceptsCreditCards: True', 'ByAppointmentOnly: False']",bgJdYtdyQZCvRX53NyMvwg,DS_jxAf4qN_-mFCHpjN-jw,"The new owners are great and the smoothies are amazing! An awesome environment, too! It is a meal replacement with both a tea and protein shake. The people who work there are very knowledgable on the product and are always willing to help people create a more healthy and active lifestyle.",6/30/2016,5,P
0IPTFesIRB3VQs3cRz_SnA,Tatum Nutrition & Wellness,13835 N Tatum Blvd,"['Monday 7:30-14:0', 'Tuesday 7:30-14:0', 'Wednesday 7:30-14:0', 'Thursday 7:30-14:0', 'Friday 7:30-14:0', 'Saturday 7:30-12:0']",1,"['Nutritionists', 'Weight Loss Centers', 'Shopping', 'Health & Medical', 'Vitamins & Supplements']",Phoenix,AZ,85032,5,4,33.61299133,-111.9763794,"['AcceptsInsurance: False', 'BusinessAcceptsCreditCards: True', 'ByAppointmentOnly: False']",_HRfJMvYxh52PiLZVUesow,QtMswNaz6UzvqT5Z9Acnwg,"We are so excited to be apart of this wonderful community! We were introduced to Tatum Nutrition when we had a 5mon old and 2.5yo, unhealthy, lacking energy, and lost on how to be the best we could be. After working with a health coach my first month I personally lost 10 pounds with my commitment and dedication to myself and my meal plan. Fast forward 6 months later I was down 25 pounds, back to my pre-baby weight, feeling great, filled with energy & even better a wonderful new group of friends! I was so impressed by this I decided to become a Coach too! Now we own Tatum Nutrition (6/1/16) and our Mission is to change the lives of our community the same way our lives have been changed! We are so excited to transform you and support you fitting your journey to reach your personal goals; whether that be finding more Energy, Gaining healthy lean muscle, or Losing Weight ~ we have something for Everyone! We can't wait to meet you, come in and see us!!",6/12/2016,5,P
74LU6K2ro5AQXKT0Jf0SPw,Allure Cosmetic Laser Center,8413 W Lake Mead Blvd,"['Monday 9:0-17:0', 'Tuesday 9:0-17:0', 'Wednesday 9:0-17:0', 'Thursday 9:0-17:0', 'Friday 9:0-17:0']",1,"['Hair Removal', 'Laser Hair Removal', 'Beauty & Spas', 'Medical Spas', 'Health & Medical', 'Skin Care']",Las Vegas,NV,89128,4,4,36.19733047,-115.2792664,"['BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', \\\""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}\\\"", 'ByAppointmentOnly: True', 'WheelchairAccessible: True']",6H94x-D-ztKjNgUTRfSO8w,e7o8x8Zo_EgBVsfJWoi1Cw,"Cool sculpting---- Doesn't work at this office.   My husband and I spent $10,000.00 on 8 areas. We did 2 sessions so a total of 16. We were promised to see results. We are already in shape and we just needed a tiny tweak so we thought we would try it. They say not to expect loosing pounds but to loose inches. We lost neither. We eat very healthy, exercise daily and still no results. The receptionist was actually put into the office to put the machine to work and had to ask us if it felt like it was working. She was not a trained person to operate this machine. That should have been the first indication that this was a bad idea. I do not recommend this company for cool sculpting. It doesn't work at all.",5/13/2016,1,N
74LU6K2ro5AQXKT0Jf0SPw,Allure Cosmetic Laser Center,8413 W Lake Mead Blvd,"['Monday 9:0-17:0', 'Tuesday 9:0-17:0', 'Wednesday 9:0-17:0', 'Thursday 9:0-17:0', 'Friday 9:0-17:0']",1,"['Hair Removal', 'Laser Hair Removal', 'Beauty & Spas', 'Medical Spas', 'Health & Medical', 'Skin Care']",Las Vegas,NV,89128,4,4,36.19733047,-115.2792664,"['BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', \\\""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}\\\"", 'ByAppointmentOnly: True', 'WheelchairAccessible: True']",QwJLPTxN1pMxYC8rqO3A0A,9WUQyM7JZQwsBOVW4b4YYg,"Dr.capobianco is the best he is amazing at what he does very professional and the results are amazing everytime I go to dr.c for all my Botox juvederm and fillers and have been goin to his office for over 5 years I wld not go anywhere else , his office is beautiful staff is always sweet and amazing very accommodating if ur looking for a great place to do either laser treatments or fillers or any of the other many services they provide i wldnt hesitate to go there u will not be disappointed they care very much abt there patients and the quality of product and work that is done here is more then amazing I had gone to a cpl different places a long time ago and I got ripped off and the quality did compare to goin the allure Medi spa I can't say enough great things abt this place I love it there and will stay loyal and not go anywhere else !so if ur looking for a great place to go go see dr.c at allure Medi spa u will be glad u did :)",10/10/2015,5,P
74LU6K2ro5AQXKT0Jf0SPw,Allure Cosmetic Laser Center,8413 W Lake Mead Blvd,"['Monday 9:0-17:0', 'Tuesday 9:0-17:0', 'Wednesday 9:0-17:0', 'Thursday 9:0-17:0', 'Friday 9:0-17:0']",1,"['Hair Removal', 'Laser Hair Removal', 'Beauty & Spas', 'Medical Spas', 'Health & Medical', 'Skin Care']",Las Vegas,NV,89128,4,4,36.19733047,-115.2792664,"['BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', \\\""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}\\\"", 'ByAppointmentOnly: True', 'WheelchairAccessible: True']",PSTRpePmiVmZPslLjRG-sg,gjzSEINaU-LHKenG4A9K8Q,"Daphne was excellent! She has been in the dermatology business for 28 years. I only had a consultation but I left feeling like I was educated and  like I would be in good hands with her taking care of all of my laser needs! She taught me about all of the lasers that were available and let me know and what each one of them did. Also, she mentioned that I had beautiful skin before I left and that made me feel great! I can't wait to get my first service with her. The customer service is amazing! Booked my appointment in mid October and I'm very excited!",9/14/2015,5,P
8KEW_kZeTyZ97nc47S7ZIg,Phila Optical,359 Roncesvalles Avenue,"[""[]""]",1,"['Eyewear & Opticians', 'Health & Medical', 'Shopping', 'Optometrists']",Toronto,ON,M6R 2M8,7,3.5,43.64985275,-79.45028687,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', \\\""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}\\\"", 'RestaurantsPriceRange2: 3']",AxR1yEKv7VMGz3haqIsi4g,EebGGw9qn-JJ0F9ZBM120A,I am a fan of this store.  They are always helpful and friendly.  I purchased eye glasses here in the past year and they have a good selection of modern frames.  Although they could carry even a wider selection of funkier frames in my opinion.  When my frame broke due to a manufacturing error I found that although the service was slow and inconsistent (sigh) it was also caring and genuine.   In the end I was given a loaner pair that allowed me to function while the new replacement was ordered.  Unfortunately the communications could be better.  Letting the client know what is going on and communications between staff would be very helpful. Communications overall is a weak point but quality of lenses and care in fitting is excellent.  I feel welcomed and always supported at this store which I value.  Properly fitted eyeglasses are essential and my prescription is not easy.  Thank you.,11/1/2015,4,P
8KEW_kZeTyZ97nc47S7ZIg,Phila Optical,359 Roncesvalles Avenue,"[""[]""]",1,"['Eyewear & Opticians', 'Health & Medical', 'Shopping', 'Optometrists']",Toronto,ON,M6R 2M8,7,3.5,43.64985275,-79.45028687,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', \\\""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}\\\"", 'RestaurantsPriceRange2: 3']",ohnj1HKW0GnN4xfXhlNE0A,o6Ye-Oy8rRDLD40mqycZpw,"just looked this place up on line to call them and was surprised at negative reviews.  expensive, okay, but bad reviews for service doesn't make sense to me.  I don't need new glasses all that often...they always remember my name.  Once she didn't have frames I had my heart set on so she had the idea to punch out sunglasses lenses and make them out of that.   I'm wearing them right now!",7/28/2016,5,N
mwjuMk4F44DZOtJvHSRLw,Cornerstone Family Medicine,"4545 E Southern Avenue, Suite 103","[""[]""]",1,"['Family Practice', 'Health & Medical', 'Doctors']",Mesa,AZ,85206,4,4.5,33.39340591,-111.7326813,['ByAppointmentOnly: True'],b-SqrUrIDzXQwF6F3yPHyQ,QEJVnhbB96VcSMOfM75Oqw,"hi my name is William Zambrano i've been seeing doctor wilden for 6 months, and let me tell you he is by far the best primary care doctor i've ever had. I switched over to him ever since he treated me at an urgent care he worked at. My only complaint isn't about Dr. Wilden, its about his front desk staff and the person who takes his calls. She is really rude and insensitive , she gave me a call one time about a refill i ordered said no and hanged up, the person who calls you back after hours is no help either, she pretty much says their is nothing the doctor can do, i don't know if she is even notifying the doctors , if they are the same person then thats bad news. I wont see another doctor even though some particular people in his staff don't do him any justice. The doctors there need to have  sit down with their staff and talk about proper patient services. Like I said I still highly recommend this place cause of Dr. Wilden and his care thats it. 5 stars for Dr. Wilden, 2 stars for staff.",6/4/2014,4,P
mwjuMk4F44DZOtJvHSRLw,Cornerstone Family Medicine,"4545 E Southern Avenue, Suite 103","[""[]""]",1,"['Family Practice', 'Health & Medical', 'Doctors']",Mesa,AZ,85206,4,4.5,33.39340591,-111.7326813,['ByAppointmentOnly: True'],ZxSR6xrKnQ4A3F7VFy7MCQ,_0FyxtvHni4BuV4LDDZm7w,"I give 5 stars for Dr. Willden but only 3 stars for his  staff.  I have been seen by him for over 13 years and I trust him, literally with my life.  He is a good man and a great Dr!",4/16/2014,4,P
mwjuMk4F44DZOtJvHSRLw,Cornerstone Family Medicine,"4545 E Southern Avenue, Suite 103","[""[]""]",1,"['Family Practice', 'Health & Medical', 'Doctors']",Mesa,AZ,85206,4,4.5,33.39340591,-111.7326813,['ByAppointmentOnly: True'],077Pl3DmtyHvlnmHAAuMaw,fP5ej7wbrZ06sRG47T1Y6w,"Kind and efficient, I can go to Dr. Wilden with any amount of concerns and I truly feel like he listens and does all he can to resolve each concern. When he enters the room you have his full attention. The rest of his staff members are just as competent and kind, and the wait once I get to their office is usually between 5 and 10 minutes. I couldn't be happier with this doctor, I would recommend him to anyone.",10/18/2015,5,P
mwjuMk4F44DZOtJvHSRLw,Cornerstone Family Medicine,"4545 E Southern Avenue, Suite 103","[""[]""]",1,"['Family Practice', 'Health & Medical', 'Doctors']",Mesa,AZ,85206,4,4.5,33.39340591,-111.7326813,['ByAppointmentOnly: True'],hwSDERdXP1FIFRlWkDlX3A,Mh3Qs1RdhHwH_2qZgBIggQ,Been seeing Dr Willden for 3 years now. I e never had a doc actually take his time to talk to you about issues and give you pointers on what you can do to help your quality of life.,7/1/2015,5,P
2NAWda5gQs4CwbOt6hYaYg,The Retina Center At Las Vegas,6839 W Charleston Boulevard,"[""[]""]",1,"['Ophthalmologists', 'Optometrists', 'Shopping', 'Doctors', 'Eyewear & Opticians', 'Health & Medical']",Las Vegas,NV,89117,3,3,36.1586113,-115.2451248,"[""[]""]",fT2yry9VgSa3EY-mpSahlA,a59WULPsN5Yt52EuhbRFuQ,"I previously added a tip when I should have submitted a review. Today was my first day to be examined and Dr. Jayne, Georgie and the whole staff were very thorough.  I am looking forward to the second part of my test. I would highly recommend The Retina Center to anyone needing excellent eye care.",2/1/2016,4,P
2NAWda5gQs4CwbOt6hYaYg,The Retina Center At Las Vegas,6839 W Charleston Boulevard,"[""[]""]",1,"['Ophthalmologists', 'Optometrists', 'Shopping', 'Doctors', 'Eyewear & Opticians', 'Health & Medical']",Las Vegas,NV,89117,3,3,36.1586113,-115.2451248,"[""[]""]",wji2GaigcXqLVnccbXw-BQ,KxhfhwUB3_0WB4bx-cyp-g,So my mom comes here almost ever month or ever other month...we r here today 2/10/16 for her normal appt and of course like normal she needs to have any injection in her left eye. ( almost 9 out of 10 times she has to have) so the ma comes in tells us it is going to b 1 hour before her injection???? Me: Really why?? Because there r other appts ... Ok again why when you know that 9 out of 10 times she will need an inj why is her appt not set up to handle it if she needs any inj?? She tells me until he looks at xrays he doesn't know. Ok I understand that but if ever time she comes in and u have her set up to have injections and then end up not doing it you would have extra time and then maybe pts wouldn't have to wait so long??? I don't know maybe better time management would help this out. Just saying  from one medical professional to another.,2/9/2016,2,P
2NAWda5gQs4CwbOt6hYaYg,The Retina Center At Las Vegas,6839 W Charleston Boulevard,"[""[]""]",1,"['Ophthalmologists', 'Optometrists', 'Shopping', 'Doctors', 'Eyewear & Opticians', 'Health & Medical']",Las Vegas,NV,89117,3,3,36.1586113,-115.2451248,"[""[]""]",DSZjwVTxsmqXTPbmx0fbaA,8o0JuBTLeCCIWVHpdDNfxg,"Nobody likes spending time in Dr.s offices.... Twice a year I have to designate my morning to be dilated and have my retinas checked. This place is okay, receptionist who checks people in is very friendly, she has a smooth natural way with patients. Having a friendly face for your business is so important and she is great! Most other staff and doc all friendly also. But, DO NOT COME EARLY!! They do not take patients in arrival order as I learned after sitting in the waiting room for over an hour. Watched 3 people arrive and go in before me...  People just walking in are taken back right at their appointment time. Next time I'll come right at my appointment time. Also, no wifi for guests which stinks with looong waits. Long as in... 2 hours and yet to see doctor. They completely overbook, with people standing in the waiting room. Then they told me I need my glasses or prescription for this appointment (never said that on the phone), so I ended up waiting longer for my doc to fax it in. They wanted me to reschedule second part because I didn't have RX, no way!! Tell people they need it prior to appointment!!",6/1/2016,3,P
8Ub0Insx8JHhUxaLYxf8iw,Head 2 Toe Chiropractic & Health Care Center,"1611 E Warner Rd, Ste 6","['Monday 8:30-17:30', 'Tuesday 13:30-16:0', 'Wednesday 8:30-18:0', 'Thursday 10:30-17:30', 'Friday 8:30-16:0']",1,"['Chiropractors', 'Health & Medical']",Tempe,AZ,85284,5,5,33.33463669,-111.9139633,['ByAppointmentOnly: True'],jLyy16b57fKrWtkOftr6Dw,vQqTd3nYUtAW8DP1VOKOsA,"I am a nurse and a long time chiropractic consumer from California. I happened to be visiting Tempe when my back went out. A family member recommended Dr. Shapiro. I found him to be especially knowledgable incorporating several different modalities to correct my problem, which had been plaguing  me for a long time. I felt immediate relief and was impressed with  his gentle, painless technique. I was also impressed with his obvious dedication to his craft. He's quite special!",2/23/2014,5,P
8Ub0Insx8JHhUxaLYxf8iw,Head 2 Toe Chiropractic & Health Care Center,"1611 E Warner Rd, Ste 6","['Monday 8:30-17:30', 'Tuesday 13:30-16:0', 'Wednesday 8:30-18:0', 'Thursday 10:30-17:30', 'Friday 8:30-16:0']",1,"['Chiropractors', 'Health & Medical']",Tempe,AZ,85284,5,5,33.33463669,-111.9139633,['ByAppointmentOnly: True'],1COhe5e4kUVbP3XlYweP5g,RfufivQQRrX2sMLKxNnk7g,"Dr. Shapiro is an outstanding chiropractor. I have received treatment from Dr. Shapiro many times for neck and back pain. I am amazed at how much better I feel after being treated. Several years ago I was in a car accident. After six months of ongoing pain and daily pain medication, I went to see Dr. Shapiro. In a matter of two weeks, I was pain free. It was amazing. If you are looking for an outstanding chiropractor, I highly recommend him.",6/28/2012,5,P
8Ub0Insx8JHhUxaLYxf8iw,Head 2 Toe Chiropractic & Health Care Center,"1611 E Warner Rd, Ste 6","['Monday 8:30-17:30', 'Tuesday 13:30-16:0', 'Wednesday 8:30-18:0', 'Thursday 10:30-17:30', 'Friday 8:30-16:0']",1,"['Chiropractors', 'Health & Medical']",Tempe,AZ,85284,5,5,33.33463669,-111.9139633,['ByAppointmentOnly: True'],StVaPGs4MqCNcw3-0jrvhA,KM5AyPDev4ozw5aFkRGHqw,Dr. Shapiro is a just amazing chiropractor. He really cares about his patients. We always refer our clients to him. We trust him! Thank you!,8/3/2014,5,P
8jHDQxAvZvDGH9QY7VKncA,Bowker Clinic of Chiropractic,7005 Shannon Willow Rd,"[""[]""]",1,"['Chiropractors', 'Acupuncture', 'Health & Medical']",Charlotte,NC,28226,3,5,35.08719635,-80.83617401,['ByAppointmentOnly: False'],p6K6OreV_EgnQLPm04BHdA,C1LkTH687Kyk9WxYSKmuxg,"I have suffered from chronic lower back pain for 20 plus years. This guy has made me feel great again, I feel new. His staff is awesome and Dr Bowker know his stuff. His primary focus is always his patient. Awesome. This is my third and I think last Chiropractor.",4/14/2015,5,P
Bsw6sGGiCqGZ6Z6Jtw-owA,Quest Diagnostics Incorporated,"3541 Randolph Rd, Ste 110","['Monday 8:30-12:30', 'Monday 13:0-16:0', 'Tuesday 8:30-12:30', 'Wednesday 8:30-12:30', 'Wednesday 13:0-16:0', 'Thursday 8:30-12:30', 'Thursday 13:0-16:0', 'Friday 8:30-12:30']",1,"['Health & Medical', 'Medical Centers']",Charlotte,NC,28211,6,2.5,35.18942642,-80.80932617,['ByAppointmentOnly: True'],qUL3CdRRF1vedNvaq06rIA,E544w8J1f1hTAX2Z9xQ3mw,"Stopped in today, for my annual health screening for my 2015 benefits. Upon arrival there were only two others in the waiting room, plus for me! I was called to check in and back in the office within 15 minutes. The staff was friendly, although there was some difficulty with my information in the system, why, not sure. This is the fourth year I have returned to this office. Needless to say the entire process was smooth and I was told my results would be emailed to my company and me within 3-5 days.",12/16/2014,3,P
